sample,name,mtDNA_ID,dosage
ebc9000d-cd65-4bef-9970-05ac2765c635_gdc_realn_rehead,mtDNA,MT,1163.48
ebf6d5b9-6359-46d9-9e73-066a15b5f903_gdc_realn_rehead,mtDNA,MT,5491.26
ec1f4523-1e3c-40ea-b1ca-9c8d45c4b2f1_gdc_realn_rehead,mtDNA,MT,5969.7
ec3083b6-01bf-4786-b497-6386cf8c8c2f_gdc_realn_rehead,mtDNA,MT,5598.91
ec45c6b7-4f9d-4ed0-88c5-e299bb080796_gdc_realn_rehead,mtDNA,MT,2883.57
ed62afa2-3aba-4145-87cf-81fd83995bcc_gdc_realn_rehead,mtDNA,MT,5637.62
ed7cb4ed-535d-4a6a-b69f-f32e36a70bfa_gdc_realn_rehead,mtDNA,MT,5710.53
ede95e93-3dbc-4466-a13b-3760fdac6725_gdc_realn_rehead,mtDNA,MT,6653.71
edec2c3f-f55f-49f8-aef2-06a59b916223_gdc_realn_rehead,mtDNA,MT,6025.03
edf8425b-8f0e-46d0-9414-c3c34bdd1825_gdc_realn_rehead,mtDNA,MT,3759
eea9c3ca-f66c-471e-8de8-b13af4bc3035_gdc_realn_rehead,mtDNA,MT,6196.08
ef02f153-1aa1-443b-a2ec-acfb0d4df642_gdc_realn_rehead,mtDNA,MT,6436.88
ef7f7b28-be50-473c-8ef2-024df14ab9db_gdc_realn_rehead,mtDNA,MT,4199.66
ef83997e-5078-41b9-88bb-c8a7797de7b9_gdc_realn_rehead,mtDNA,MT,5628.3
efdefcf1-058e-4a6f-94f7-025281072a57_gdc_realn_rehead,mtDNA,MT,6134.08
f0230c35-06f0-4ef2-ad92-cdead9cd3612_gdc_realn_rehead,mtDNA,MT,5668.34
f0834293-e53f-4da7-98d2-58c8c806ece4_gdc_realn_rehead,mtDNA,MT,6272.45
f09dc623-3571-49dd-a03c-39d2339bee6b_gdc_realn_rehead,mtDNA,MT,5865.57
f1e561b4-5885-4237-aad3-b8d3086a4a91_gdc_realn_rehead,mtDNA,MT,5287.72
f2d675c9-7f81-4316-ab53-32603e23cef2_gdc_realn_rehead,mtDNA,MT,5890.98
f30a90f0-d618-4203-84ec-1a541c937422_gdc_realn_rehead,mtDNA,MT,5034.02
f352439c-7abf-4d58-8cd2-d2f8293e01b8_gdc_realn_rehead,mtDNA,MT,6340.72
f3b4ecc6-9529-4e99-8c82-097c79cdb18d_gdc_realn_rehead,mtDNA,MT,3416.83
f493fc9c-abd8-4623-b03b-6300c13a3198_gdc_realn_rehead,mtDNA,MT,5468.39
f4f6d8c0-a78d-4ee1-93e1-48a8c9d23cb4_gdc_realn_rehead,mtDNA,MT,6149.74
f506727a-caaa-47e2-9743-aa6a695d85f4_gdc_realn_rehead,mtDNA,MT,4169.87
f51b0451-6e87-478f-be27-e435716baa58_gdc_realn_rehead,mtDNA,MT,6063.14
f65f08cc-70e8-4ff0-b96f-2105c8e9e3b5_gdc_realn_rehead,mtDNA,MT,4794.17
f6964ff1-86fc-4c15-9c8a-6483e730d6ca_gdc_realn_rehead,mtDNA,MT,6288.19
f6ad3404-02e4-43cf-9635-53194a0ce6eb_gdc_realn_rehead,mtDNA,MT,5704.01
f6bbc724-a65b-4dff-bf3f-8860c8f3f6c0_gdc_realn_rehead,mtDNA,MT,5371.7
f7f51052-0994-49aa-b55a-f84b21429e80_gdc_realn_rehead,mtDNA,MT,1555.3
f80010ab-f72c-4bca-864d-e36fef38d2f6_gdc_realn_rehead,mtDNA,MT,6640.76
f961d2bf-a79d-424e-bdde-b61be23a812d_gdc_realn_rehead,mtDNA,MT,6919.31
f9b76a95-3662-4d4f-af06-0c2c270934fe_gdc_realn_rehead,mtDNA,MT,5923.5
fa48365f-fe1b-44e6-94fc-c52b8a1ed7a0_gdc_realn_rehead,mtDNA,MT,6103.81
fa7246ef-c9ef-4494-9a5c-31b6eb90e802_gdc_realn_rehead,mtDNA,MT,4632.7
fa78346e-fefc-402c-90ed-9eb47b7535c9_gdc_realn_rehead,mtDNA,MT,4496.95
fa873c9a-307c-4648-bc8e-7f378cba203b_gdc_realn_rehead,mtDNA,MT,6085.31
faa037d3-17a1-4fc7-a97d-b1cc7939b63a_gdc_realn_rehead,mtDNA,MT,5254.01
fab69797-095e-43b5-bb4f-1352f189b74b_gdc_realn_rehead,mtDNA,MT,6147.13
fb0ea13e-3101-49ea-a6c7-16bd08e1f4e7_gdc_realn_rehead,mtDNA,MT,6718.71
fb58711e-3506-44e3-b668-e69a823a2f81_gdc_realn_rehead,mtDNA,MT,5786.21
fb891a85-37cc-4dd6-a809-7a0ebbb9ad62_gdc_realn_rehead,mtDNA,MT,5330.37
fb9ed024-85f7-4d1d-95a1-fc8dd94b9fd7_gdc_realn_rehead,mtDNA,MT,6097.7
fc1eb4dd-f37e-4083-81cf-1f66df5d9e35_gdc_realn_rehead,mtDNA,MT,5077.3
fc54ebaf-5f7e-4f81-964d-832b771fec36_gdc_realn_rehead,mtDNA,MT,5970.49
fcbdf83c-a4a2-4af4-ab23-8d7371516786_gdc_realn_rehead,mtDNA,MT,5415.15
fd115281-11b4-40c6-8630-302d801c1a2b_gdc_realn_rehead,mtDNA,MT,4765.11
fd89981a-e0ad-425b-a456-60edba4bd7a5_gdc_realn_rehead,mtDNA,MT,4361.42
fed55b2d-2c04-4a5b-b714-38962c061f72_gdc_realn_rehead,mtDNA,MT,5587.26
ff2933b8-ae30-4496-9c79-3a99c10961a2_gdc_realn_rehead,mtDNA,MT,6149.66
ff339b43-5721-4531-a826-e6f3fec3eda5_gdc_realn_rehead,mtDNA,MT,4698.51
ff66bffd-adb7-4988-b1b9-fee069234eff_gdc_realn_rehead,mtDNA,MT,5592.01
ffcb5ac6-a396-4fae-a4f5-08760f13e96c_gdc_realn_rehead,mtDNA,MT,5901.56
ffd63a6c-92e0-44cd-a6d4-a0cd86b59209_gdc_realn_rehead,mtDNA,MT,6345.69
