sample,nIGH,nIGK,nIGL,nTCRA,nTCRB,nTCRD,nTCRG, loadIGH,loadIGK,loadIGL,loadTCRA,loadTCRB,loadTCRD,loadTCRG,alphaIGH,alphaIGK,alphaIGL,alphaTCRA,alphaTCRB,alphaTCRD,alphaTCRG
9ada9975-6670-40c2-9073-05e75d45bc21_gdc_realn_rehead,34,474,180,138,0,4,1,229,6503,1911,16283,0,12,4,2.7621013560203664,4.927399527529823,4.190270170910102,0.5771101569876145,0,1.242453324894,-0.0
9b219189-feb7-42a2-81fd-c35fef0bb8db_gdc_realn_rehead,97,1235,587,301,5,12,0,450,12329,5310,1839,13,49,0,4.1698663272697205,6.0803694633951775,5.276002472119342,4.882336849721052,1.564957250242801,2.1271525473360944,0
9b83c397-a996-4787-8341-710bb990ca45_gdc_realn_rehead,12,123,22,36,1,1,0,104,1294,189,147,4,2,0,1.4539634705867135,3.665257834848736,1.809115564694243,3.2200665097572525,-0.0,-0.0,0
9c6a2c74-187d-42e2-bcc1-44d26364215d_gdc_realn_rehead,263,1843,731,455,10,11,0,2665,27608,10703,3416,117,187,0,4.800235458425478,6.116364122079898,5.005223525631285,5.217254037407185,0.9179545548399513,1.658999455849991,0
9cd22571-db06-4af5-864f-0628af4d3dbd_gdc_realn_rehead,51,507,226,88,3,5,0,309,9161,3430,571,13,67,0,3.330876140868826,3.3090124773515415,3.8017477379290523,3.785804558019581,0.9251290835720822,1.36011145106437,0
9d3f9112-751d-4cdd-8cd6-bbe1bb315955_gdc_realn_rehead,12,202,91,65,1,1,0,89,851,380,226,2,2,0,2.2549111694841666,4.896100882013359,3.977436109757902,3.589634225832142,-0.0,-0.0,0
9d428beb-c46f-4adf-8be2-d6e77851c7e7_gdc_realn_rehead,59,809,310,141,6,6,0,639,8058,3544,15544,15,23,0,3.165336250213536,5.521103556363662,3.759743058243072,0.4249011498142211,1.7489707507713133,1.695723926213483,0
9d722140-b468-459b-a786-cd7646b56cbb_gdc_realn_rehead,155,1908,693,528,1,13,0,865,17120,4633,2990,2,34,0,4.24521237470499,6.625869204199502,5.773971601421637,5.576313942440641,-0.0,2.425479708432719,0
9e7fd6f2-ff53-4bda-aeac-2acddcfbf37d_gdc_realn_rehead,37,582,154,147,0,3,0,163,3161,839,2150,0,8,0,3.327911447092129,5.9298158439685125,4.526857491135067,2.1624245234293915,0,1.0821955300387671,0
9edef544-8bc3-4a4a-adba-36223de21586_gdc_realn_rehead,81,884,291,225,2,2,0,722,23146,3296,9799,4,12,0,3.5760372844521706,5.2024342143596005,4.713150504656667,1.3697118106642625,0.6931471805599453,0.5623351446188083,0
9f760775-9d20-4973-a849-a807f568e525_gdc_realn_rehead,43,417,227,150,6,9,0,226,5416,2717,15739,24,325,0,3.48872243692029,4.5631078832141005,3.966351834823623,0.43033373132579095,1.6326309271543518,0.715002540164509,0
9f809399-b8bf-4a21-a703-14464e6594eb_gdc_realn_rehead,56,489,197,115,9,8,0,261,2326,900,677,23,37,0,3.4896716349431998,5.7035711833104,4.940948552668471,3.9359505025247015,2.102865772050372,1.621016041694761,0
9f87923d-0659-4df8-9676-38aded7de3eb_gdc_realn_rehead,9,118,52,23,0,2,0,30,1253,363,84,0,7,0,1.9500097657293116,2.942328110811224,2.9169584380710574,2.835079293212327,0,0.5982695885852573,0
9f899358-c9ba-47a2-a264-7915d772dc81_gdc_realn_rehead,11,165,80,61,1,2,0,50,1229,469,7401,2,18,0,2.279138679346544,4.242413419369578,3.6773630672482085,0.3611952672623717,-0.0,0.34883209584303193,0
a0793d91-afe3-4f62-b425-3a6f94f92ed9_gdc_realn_rehead,84,1140,402,302,8,7,0,962,18080,3299,2693,32,32,0,3.310893418289459,5.229467577852173,5.019077712344904,4.547014049704372,1.961911463175745,1.793510543142541,0
a09082f9-bad5-4f1c-a398-88baf7401bad_gdc_realn_rehead,13,218,65,53,2,3,0,128,1333,372,268,4,11,0,1.7705685992342723,4.718862941943078,3.6494542004512285,3.3411519198430715,0.6931471805599453,1.0361987848192837,0
a1b7941c-ce5c-4c52-99fa-be6865291240_gdc_realn_rehead,11,188,70,23,2,1,0,49,2991,570,108,5,2,0,2.218677147545915,3.177545596687466,3.301185241876685,2.7920906405617685,0.6730116670092565,-0.0,0
